gene_stable_id,gene_type,gene_name,hgnc_name,hgnc_id
ENSG00000280229,TEC,,,
ENSG00000226203,lncRNA,LINC01733,LINC01733,HGNC:52521
ENSG00000288141,protein_coding,MRPL23,MRPL23,HGNC:10322
ENSG00000233354,lncRNA,LINC00028,LINC00028,HGNC:16224
ENSG00000285320,processed_pseudogene,,,
ENSG00000285787,lncRNA,,,
ENSG00000286179,lncRNA,,,
ENSG00000285995,lncRNA,,,
ENSG00000287443,lncRNA,,,
ENSG00000131831,protein_coding,RAI2,RAI2,HGNC:9835
ENSG00000284859,lncRNA,MIR124-1HG,MIR124-1HG,HGNC:27231
ENSG00000287107,lncRNA,,,
ENSG00000054793,protein_coding,ATP9A,ATP9A,HGNC:13540
ENSG00000286306,lncRNA,,,
ENSG00000229735,processed_pseudogene,FTLP16,FTLP16,HGNC:37966
ENSG00000214019,processed_pseudogene,RBM39P1,RBM39P1,HGNC:54942
ENSG00000242021,lncRNA,,,
ENSG00000285161,miRNA,MIR124-1,MIR124-1,HGNC:31502
ENSG00000285372,protein_coding,TNKS,TNKS,HGNC:11941
ENSG00000047230,protein_coding,CTPS2,CTPS2,HGNC:2520
ENSG00000285033,miRNA,MIR597,MIR597,HGNC:32853
ENSG00000222920,rRNA_pseudogene,RNA5SP29,RNA5SP29,HGNC:42605
ENSG00000284854,unprocessed_pseudogene,,,
ENSG00000284878,processed_pseudogene,,,
ENSG00000176124,lncRNA,DLEU1,DLEU1,HGNC:13747
ENSG00000285359,lncRNA,,,
ENSG00000277232,lncRNA,GTSE1-DT,GTSE1-DT,HGNC:27163
ENSG00000205593,protein_coding,DENND6B,DENND6B,HGNC:32690
ENSG00000285236,lncRNA,,,
ENSG00000236388,lncRNA,ITCH-AS1,ITCH-AS1,HGNC:40659
ENSG00000288320,lncRNA,MRPL23-AS1,MRPL23-AS1,HGNC:42812
ENSG00000125970,protein_coding,RALY,RALY,HGNC:15921
ENSG00000288486,lncRNA,LINC01219,LINC01219,HGNC:49653
ENSG00000288237,lncRNA,H19,H19,HGNC:4713
ENSG00000288379,lncRNA,,,
ENSG00000214878,processed_pseudogene,RPL5P31,RPL5P31,HGNC:42036
ENSG00000274652,lncRNA,,,
ENSG00000288281,lncRNA,,,
ENSG00000271242,processed_pseudogene,PRELID3BP2,PRELID3BP2,HGNC:49064
ENSG00000288116,lncRNA,,,
ENSG00000266072,miRNA,MIR5693,MIR5693,HGNC:43499
ENSG00000150510,protein_coding,FAM124A,FAM124A,HGNC:26413
ENSG00000288217,protein_coding,PEX5,PEX5,HGNC:9719
ENSG00000264580,miRNA,MIR5692B,MIR5692B,HGNC:43535
ENSG00000224100,lncRNA,,,
ENSG00000205863,protein_coding,C1QTNF9B,C1QTNF9B,HGNC:34072
ENSG00000160199,protein_coding,PKNOX1,PKNOX1,HGNC:9022
ENSG00000130638,protein_coding,ATXN10,ATXN10,HGNC:10549
ENSG00000196593,transcribed_unprocessed_pseudogene,ANKRD20A19P,ANKRD20A19P,HGNC:42737
ENSG00000237661,processed_pseudogene,TNIP2P1,TNIP2P1,HGNC:54936
ENSG00000228232,processed_pseudogene,GAPDHP1,GAPDHP1,HGNC:4159
ENSG00000169906,protein_coding,S100G,S100G,HGNC:1436
ENSG00000287530,lncRNA,,,
ENSG00000228741,lncRNA,SPATA13,,
ENSG00000270499,processed_pseudogene,MKI67P1,MKI67P1,HGNC:49230
ENSG00000225674,processed_pseudogene,IPO7P2,IPO7P2,HGNC:39838
ENSG00000229491,lncRNA,,,
ENSG00000205861,lncRNA,PCOTH,PCOTH,HGNC:39839
ENSG00000189167,protein_coding,ZAR1L,ZAR1L,HGNC:37116
ENSG00000220132,processed_pseudogene,CPSF1P2,CPSF1P2,HGNC:54959
ENSG00000288400,transcribed_unprocessed_pseudogene,EP400P1,EP400P1,HGNC:26602
ENSG00000229347,processed_pseudogene,,,
ENSG00000187516,protein_coding,H2AP,H2AP,HGNC:18417
ENSG00000197582,processed_pseudogene,GPX1P1,GPX1P1,HGNC:4560
ENSG00000102218,protein_coding,RP2,RP2,HGNC:10274
ENSG00000215515,processed_pseudogene,IFIT1P1,IFIT1P1,HGNC:5408
ENSG00000139597,protein_coding,N4BP2L1,N4BP2L1,HGNC:25037
ENSG00000279345,lncRNA,,,
ENSG00000280312,TEC,,,
ENSG00000285484,snRNA,RNU6-526P,RNU6-526P,HGNC:47489
ENSG00000285061,lncRNA,,,
ENSG00000100376,protein_coding,FAM118A,FAM118A,HGNC:1313
ENSG00000284864,snRNA,RNU6-1151P,RNU6-1151P,HGNC:48114
ENSG00000285423,lncRNA,,,
ENSG00000285185,processed_pseudogene,,,
ENSG00000241607,unprocessed_pseudogene,,,
ENSG00000012174,protein_coding,MBTPS2,MBTPS2,HGNC:15455
ENSG00000285127,lncRNA,,,
ENSG00000284919,lncRNA,,,
ENSG00000285343,protein_coding,PPP1R3B,PPP1R3B,HGNC:14942
ENSG00000089101,protein_coding,CFAP61,CFAP61,HGNC:15872
ENSG00000285002,lncRNA,,,
ENSG00000160200,protein_coding,CBS,CBS,HGNC:1550
ENSG00000284887,misc_RNA,Metazoa_SRP,,
ENSG00000288428,misc_RNA,,,
ENSG00000285167,snRNA,RNU7-55P,RNU7-55P,HGNC:10239
ENSG00000288367,miRNA,MIR675,MIR675,HGNC:33351
ENSG00000288361,misc_RNA,,,
ENSG00000285514,miRNA,MIR4660,MIR4660,HGNC:41861
ENSG00000285368,transcribed_processed_pseudogene,RPL10P19,RPL10P19,HGNC:52350
ENSG00000285264,snoRNA,SNORA70,,
ENSG00000284860,processed_pseudogene,,,
ENSG00000285414,snRNA,RNU6-682P,RNU6-682P,HGNC:47645
ENSG00000233810,processed_pseudogene,MOB1AP2,MOB1AP2,HGNC:42639
ENSG00000285022,protein_coding,MFHAS1,MFHAS1,HGNC:16982
ENSG00000174678,processed_pseudogene,FAM47DP,FAM47DP,HGNC:34342
ENSG00000169297,protein_coding,NR0B1,NR0B1,HGNC:7960
ENSG00000284943,lncRNA,,,
ENSG00000288454,TEC,,,
ENSG00000285290,unitary_pseudogene,,,
ENSG00000288447,processed_pseudogene,,,
ENSG00000230227,processed_pseudogene,SIAH1P1,SIAH1P1,HGNC:30966
ENSG00000285098,protein_coding,CLDN23,CLDN23,HGNC:17591
ENSG00000182798,protein_coding,MAGEB17,MAGEB17,HGNC:17418
ENSG00000288503,protein_coding,DDX51,DDX51,HGNC:20082
ENSG00000287874,lncRNA,,,
ENSG00000284857,misc_RNA,RN7SL178P,RN7SL178P,HGNC:46194
ENSG00000285260,lncRNA,,,
ENSG00000285345,lncRNA,,,
ENSG00000285450,lncRNA,,,
ENSG00000285119,transcribed_unprocessed_pseudogene,FAM86B3P,FAM86B3P,HGNC:44371
ENSG00000229310,processed_pseudogene,RPP40P1,RPP40P1,HGNC:39769
ENSG00000100399,protein_coding,CHADL,CHADL,HGNC:25165
ENSG00000228933,lncRNA,,,
ENSG00000232834,processed_pseudogene,,,
ENSG00000235685,processed_pseudogene,,,
ENSG00000233663,processed_pseudogene,,,
ENSG00000259977,lncRNA,,,
ENSG00000270008,lncRNA,,,
ENSG00000189132,protein_coding,FAM47B,FAM47B,HGNC:26659
ENSG00000229800,processed_pseudogene,ATP8A2P2,ATP8A2P2,HGNC:39663
ENSG00000215486,transcribed_processed_pseudogene,ARL2BPP3,ARL2BPP3,HGNC:39447
ENSG00000102098,protein_coding,SCML2,SCML2,HGNC:10581
ENSG00000271337,processed_pseudogene,NDE1P2,NDE1P2,HGNC:49116
ENSG00000285027,transcribed_unprocessed_pseudogene,ALG1L13P,ALG1L13P,HGNC:44382
ENSG00000120693,protein_coding,SMAD9,SMAD9,HGNC:6774
ENSG00000077935,protein_coding,SMC1B,SMC1B,HGNC:11112
ENSG00000284929,lncRNA,,,
ENSG00000284972,processed_pseudogene,,,
ENSG00000285962,protein_coding,FAM90A9P,FAM90A9P,HGNC:32257
ENSG00000285432,protein_coding,DEFB107A,DEFB107A,HGNC:18086
ENSG00000285411,protein_coding,DEFB105B,,
ENSG00000288146,protein_coding,NOC4L,NOC4L,HGNC:28461
ENSG00000284937,protein_coding,DEFB106B,,
ENSG00000285356,protein_coding,DEFB104B,,
ENSG00000236711,lncRNA,SMAD9-IT1,SMAD9-IT1,HGNC:39963
ENSG00000288309,protein_coding,SPAG11B,,
ENSG00000228825,processed_pseudogene,LAMTOR3P1,LAMTOR3P1,HGNC:39726
ENSG00000232378,processed_pseudogene,RPL29P28,RPL29P28,HGNC:36842
ENSG00000226161,processed_pseudogene,EIF4A1P5,EIF4A1P5,HGNC:37924
ENSG00000180138,protein_coding,CSNK1A1L,CSNK1A1L,HGNC:20289
ENSG00000281106,protein_coding,TMEM272,TMEM272,HGNC:26737
ENSG00000279597,lncRNA,,,
ENSG00000279712,lncRNA,,,
ENSG00000286298,lncRNA,,,
ENSG00000225676,lncRNA,,,
ENSG00000279833,lncRNA,,,
ENSG00000285383,protein_coding,LRTM2,LRTM2,HGNC:32443
ENSG00000280224,lncRNA,,,
ENSG00000169891,protein_coding,REPS2,REPS2,HGNC:9963
ENSG00000284978,protein_coding,DEFB103A,DEFB103A,HGNC:15967
ENSG00000232872,processed_pseudogene,CTAGE3P,CTAGE3P,HGNC:24348
ENSG00000279677,TEC,,,
ENSG00000100065,protein_coding,CARD10,CARD10,HGNC:16422
ENSG00000123191,protein_coding,ATP7B,ATP7B,HGNC:870
ENSG00000285066,processed_pseudogene,HSPD1P2,HSPD1P2,HGNC:5263
ENSG00000285181,protein_coding,DEFB4A,DEFB4A,HGNC:2767
ENSG00000284907,protein_coding,,,
ENSG00000285286,protein_coding,ZNF705G,ZNF705G,HGNC:37134
ENSG00000285097,processed_pseudogene,,,
ENSG00000285497,protein_coding,USP17L7,USP17L7,HGNC:37180
ENSG00000288256,lncRNA,,,
ENSG00000288291,lncRNA,LINC02361,LINC02361,HGNC:53283
ENSG00000284990,protein_coding,USP17L2,USP17L2,HGNC:34434
ENSG00000285149,lncRNA,,,
ENSG00000285233,lncRNA,LINC00940,LINC00940,HGNC:48634
ENSG00000288151,lncRNA,,,
ENSG00000288490,protein_coding,GALNT9,GALNT9,HGNC:4131
ENSG00000285038,processed_pseudogene,DEFB109D,DEFB109D,HGNC:30838
ENSG00000284850,protein_coding,DCP1B,DCP1B,HGNC:24451
ENSG00000285397,protein_coding,,,
ENSG00000124216,protein_coding,SNAI1,SNAI1,HGNC:11128
ENSG00000285186,protein_coding,,,
ENSG00000284920,processed_pseudogene,RPS3AP34,RPS3AP34,HGNC:36293
ENSG00000232286,lncRNA,,,
ENSG00000227705,lncRNA,,,
ENSG00000284909,processed_pseudogene,,,
ENSG00000237832,lncRNA,,,
ENSG00000284992,transcribed_unprocessed_pseudogene,,,
ENSG00000234069,processed_pseudogene,GAPDHP53,GAPDHP53,HGNC:38559
ENSG00000285037,transcribed_unprocessed_pseudogene,,,
ENSG00000231265,lncRNA,TRERNA1,TRERNA1,HGNC:44307
ENSG00000284751,processed_pseudogene,RPS3AP35,RPS3AP35,HGNC:35902
ENSG00000230437,lncRNA,,,
ENSG00000284865,processed_pseudogene,,,
ENSG00000230636,processed_pseudogene,RPL36P1,RPL36P1,HGNC:16338
ENSG00000259723,lncRNA,,,
ENSG00000284995,transcribed_unprocessed_pseudogene,,,
ENSG00000284822,unprocessed_pseudogene,OR7E8P,OR7E8P,HGNC:8458
ENSG00000285419,unprocessed_pseudogene,OR7E15P,OR7E15P,HGNC:8386
ENSG00000285315,unprocessed_pseudogene,OR7E10P,OR7E10P,HGNC:8381
ENSG00000101109,protein_coding,STK4,STK4,HGNC:11408
ENSG00000284785,miRNA,MIR5692A2,MIR5692A2,HGNC:43466
ENSG00000285360,protein_coding,LONRF1,LONRF1,HGNC:26302
ENSG00000215286,processed_pseudogene,SRSF6P1,SRSF6P1,HGNC:54946
ENSG00000231235,processed_pseudogene,CTNNBL1P1,CTNNBL1P1,HGNC:54948
ENSG00000226048,processed_pseudogene,YBX1P8,YBX1P8,HGNC:42429
ENSG00000181977,processed_pseudogene,PYY3,PYY3,HGNC:31855
ENSG00000228827,unprocessed_pseudogene,,,
ENSG00000271088,processed_pseudogene,,,
ENSG00000158526,protein_coding,TSR2,TSR2,HGNC:25455
ENSG00000231750,processed_pseudogene,NANOGP10,NANOGP10,HGNC:23108
ENSG00000233880,processed_pseudogene,NFYCP1,NFYCP1,HGNC:54923
ENSG00000183690,protein_coding,EFHC2,EFHC2,HGNC:26233
ENSG00000229563,lncRNA,LINC01204,LINC01204,HGNC:49635
ENSG00000288298,TEC,,,
ENSG00000285479,protein_coding,CACNA1C,CACNA1C,HGNC:1390
ENSG00000288209,lncRNA,,,
ENSG00000238190,processed_pseudogene,HMGB1P15,HMGB1P15,HGNC:39097
ENSG00000288359,protein_coding,ATP4B,ATP4B,HGNC:820
ENSG00000288510,lncRNA,,,
ENSG00000180182,protein_coding,MED14,MED14,HGNC:2370
ENSG00000288327,TEC,,,
ENSG00000288384,lncRNA,,,
ENSG00000288458,lncRNA,,,
ENSG00000286592,lncRNA,LINC02885,LINC02885,HGNC:41188
ENSG00000288376,TEC,,,
ENSG00000288450,lncRNA,,,
ENSG00000288514,TEC,,,
ENSG00000100422,protein_coding,CERK,CERK,HGNC:19256
ENSG00000288333,TEC,,,
ENSG00000288130,protein_coding,TNRC6A,TNRC6A,HGNC:11969
ENSG00000288120,TEC,,,
ENSG00000288263,protein_coding,GRK1,GRK1,HGNC:10013
ENSG00000285270,miRNA,MIR3926-1,MIR3926-1,HGNC:38959
ENSG00000284855,miRNA,MIR3926-2,MIR3926-2,HGNC:38883
ENSG00000285506,lncRNA,,,
ENSG00000266908,lncRNA,,,
ENSG00000285297,lncRNA,LINC00681,LINC00681,HGNC:44423
ENSG00000284812,unprocessed_pseudogene,,,
ENSG00000277938,lncRNA,,,
ENSG00000288305,TEC,LINC00552,LINC00552,HGNC:43692
ENSG00000287886,lncRNA,,,
ENSG00000236151,lncRNA,,,
ENSG00000284872,protein_coding,,,
ENSG00000272945,lncRNA,,,
ENSG00000284861,snRNA,RNU6-842P,RNU6-842P,HGNC:47805
ENSG00000234948,lncRNA,LINC01524,LINC01524,HGNC:51228
ENSG00000288673,protein_coding,,,
ENSG00000288242,lncRNA,,,
ENSG00000284761,misc_RNA,Y_RNA,,
ENSG00000100239,protein_coding,PPP6R2,PPP6R2,HGNC:19253
ENSG00000235594,processed_pseudogene,,,
ENSG00000231703,lncRNA,,,
ENSG00000226308,lncRNA,,,
ENSG00000275358,lncRNA,,,
ENSG00000225344,processed_pseudogene,,,
ENSG00000225563,lncRNA,,,
ENSG00000286549,lncRNA,,,
ENSG00000256222,protein_coding,MTRNR2L3,MTRNR2L3,HGNC:37157
ENSG00000232777,processed_pseudogene,MRPL51P2,MRPL51P2,HGNC:29724
ENSG00000236663,lncRNA,FRGCA,FRGCA,HGNC:51844
ENSG00000228120,lncRNA,,,
ENSG00000101194,protein_coding,SLC17A9,SLC17A9,HGNC:16192
ENSG00000160202,protein_coding,CRYAA,CRYAA,HGNC:2388
ENSG00000288463,processed_pseudogene,,,
ENSG00000160201,protein_coding,U2AF1,U2AF1,HGNC:12453
ENSG00000147119,protein_coding,CHST7,CHST7,HGNC:13817
ENSG00000204915,processed_pseudogene,MFFP3,MFFP3,HGNC:54944
ENSG00000233543,processed_pseudogene,CHTF8P1,CHTF8P1,HGNC:35443
ENSG00000289084,lncRNA,,,
ENSG00000273820,protein_coding,USP27X,USP27X,HGNC:13486
ENSG00000230039,processed_pseudogene,CCNYL5,CCNYL5,HGNC:54656
ENSG00000286444,lncRNA,,,
ENSG00000132825,protein_coding,PPP1R3D,PPP1R3D,HGNC:9294
ENSG00000288392,pseudogene,,,
ENSG00000288236,protein_coding,,,
ENSG00000171365,protein_coding,CLCN5,CLCN5,HGNC:2023
ENSG00000101132,protein_coding,PFDN4,PFDN4,HGNC:8868
ENSG00000288506,protein_coding,,,
ENSG00000288115,lncRNA,,,
ENSG00000288216,protein_coding,SLC5A11,SLC5A11,HGNC:23091
ENSG00000250090,unprocessed_pseudogene,,,
ENSG00000288232,lncRNA,LINC00871,LINC00871,HGNC:47038
ENSG00000277829,lncRNA,,,
ENSG00000288086,lncRNA,,,
ENSG00000215545,protein_coding,DEFB116,DEFB116,HGNC:18097
ENSG00000101182,protein_coding,PSMA7,PSMA7,HGNC:9536
ENSG00000180483,protein_coding,DEFB119,DEFB119,HGNC:18099
ENSG00000124215,protein_coding,CDH26,CDH26,HGNC:15902
ENSG00000185917,protein_coding,SETD4,SETD4,HGNC:1258
ENSG00000184735,protein_coding,DDX53,DDX53,HGNC:20083
ENSG00000283380,lncRNA,,,
ENSG00000275681,unprocessed_pseudogene,,,
ENSG00000276474,processed_pseudogene,,,
ENSG00000237528,processed_pseudogene,UQCR10P1,UQCR10P1,HGNC:54960
ENSG00000269902,lncRNA,,,
ENSG00000215284,processed_pseudogene,CHMP5P1,CHMP5P1,HGNC:54950
ENSG00000233807,processed_pseudogene,AMZ2P3,AMZ2P3,HGNC:54911
ENSG00000238247,processed_pseudogene,RDXP3,RDXP3,HGNC:54912
ENSG00000219186,unprocessed_pseudogene,FTH1P19,FTH1P19,HGNC:33525
ENSG00000189023,protein_coding,MAGEB16,MAGEB16,HGNC:21188
ENSG00000234821,processed_pseudogene,MRPS33P4,MRPS33P4,HGNC:29767
ENSG00000287767,lncRNA,,,
ENSG00000101460,protein_coding,MAP1LC3A,MAP1LC3A,HGNC:6838
ENSG00000177689,protein_coding,MAGEB10,MAGEB10,HGNC:25377
ENSG00000228345,processed_pseudogene,,,
ENSG00000276689,processed_pseudogene,,,
ENSG00000271519,processed_pseudogene,,,
ENSG00000224556,unprocessed_pseudogene,,,
ENSG00000232951,processed_pseudogene,IPO7P1,IPO7P1,HGNC:39837
ENSG00000231772,lncRNA,,,
ENSG00000227493,unprocessed_pseudogene,,,
ENSG00000102313,protein_coding,ITIH6,ITIH6,HGNC:28907
ENSG00000288385,pseudogene,,,
ENSG00000288416,protein_coding,,,
ENSG00000288391,pseudogene,,,
ENSG00000165186,protein_coding,PTCHD1,PTCHD1,HGNC:26392
ENSG00000231034,processed_pseudogene,,,
ENSG00000286546,lncRNA,,,
ENSG00000226262,processed_pseudogene,PHKBP1,PHKBP1,HGNC:8928
ENSG00000238151,processed_pseudogene,MLLT10P1,MLLT10P1,HGNC:15794
ENSG00000169895,protein_coding,SYAP1,SYAP1,HGNC:16273
ENSG00000197586,protein_coding,ENTPD6,ENTPD6,HGNC:3368
ENSG00000102043,protein_coding,MTMR8,MTMR8,HGNC:16825
ENSG00000288238,unprocessed_pseudogene,,,
ENSG00000288513,protein_coding,OR4F4,OR4F4,HGNC:8301
ENSG00000288495,transcribed_unprocessed_pseudogene,OR4G2P,OR4G2P,HGNC:8303
ENSG00000237311,lncRNA,,,
ENSG00000288123,unprocessed_pseudogene,OR4G6P,OR4G6P,HGNC:15039
ENSG00000288464,lncRNA,FAM138E,FAM138E,HGNC:32335
ENSG00000214125,processed_pseudogene,,,
ENSG00000238192,lncRNA,,,
ENSG00000214282,processed_pseudogene,KRT8P14,KRT8P14,HGNC:33366
ENSG00000288246,lncRNA,,,
ENSG00000234570,processed_pseudogene,ZFRP1,ZFRP1,HGNC:38030
ENSG00000183530,protein_coding,PRR14L,PRR14L,HGNC:28738
ENSG00000277516,unprocessed_pseudogene,,,
ENSG00000288468,miRNA,MIR1302-10,MIR1302-10,HGNC:38233
ENSG00000288207,transcribed_unprocessed_pseudogene,WASH3P,WASH3P,HGNC:24362
ENSG00000008086,protein_coding,CDKL5,CDKL5,HGNC:11411
ENSG00000288353,protein_coding,ARHGAP17,ARHGAP17,HGNC:18239
ENSG00000188636,protein_coding,RTL6,RTL6,HGNC:13343
ENSG00000241990,lncRNA,PRR34-AS1,PRR34-AS1,HGNC:50499
ENSG00000232363,lncRNA,,,
ENSG00000263594,lncRNA,,,
ENSG00000279954,lncRNA,,,
ENSG00000133477,protein_coding,FAM83F,FAM83F,HGNC:25148
ENSG00000263547,lncRNA,,,
ENSG00000287758,lncRNA,,,
ENSG00000275178,lncRNA,,,
ENSG00000288355,miRNA,MIR6859-3,MIR6859-3,HGNC:50248
ENSG00000075643,protein_coding,MOCOS,MOCOS,HGNC:18234
ENSG00000288170,transcribed_unprocessed_pseudogene,DDX11L9,DDX11L9,HGNC:37109
ENSG00000288336,protein_coding,,,
ENSG00000133111,protein_coding,RFXAP,RFXAP,HGNC:9988
ENSG00000235347,processed_pseudogene,,,
ENSG00000280424,TEC,,,
ENSG00000288284,protein_coding,,,
ENSG00000215771,processed_pseudogene,LRRC37A14P,LRRC37A14P,HGNC:43818
ENSG00000226954,lncRNA,,,
ENSG00000229409,processed_pseudogene,,,
ENSG00000133107,protein_coding,TRPC4,TRPC4,HGNC:12336
ENSG00000100362,protein_coding,PVALB,PVALB,HGNC:9704
ENSG00000265352,lncRNA,LINC01899,LINC01899,HGNC:52718
ENSG00000228930,processed_pseudogene,MTCO1P3,MTCO1P3,HGNC:39604
ENSG00000263711,lncRNA,LINC02864,LINC02864,HGNC:54480
ENSG00000228355,lncRNA,,,
ENSG00000273796,lncRNA,,,
ENSG00000224574,lncRNA,COL18A1-AS2,COL18A1-AS2,HGNC:40155
ENSG00000183535,lncRNA,COL18A1-AS1,COL18A1-AS1,HGNC:23132
ENSG00000275167,miRNA,MIR6815,MIR6815,HGNC:50225
ENSG00000263917,lncRNA,,,
ENSG00000173638,protein_coding,SLC19A1,SLC19A1,HGNC:10937
ENSG00000260457,lncRNA,,,
ENSG00000237214,processed_pseudogene,,,
ENSG00000166342,protein_coding,NETO1,NETO1,HGNC:13823
ENSG00000182858,protein_coding,ALG12,ALG12,HGNC:19358
ENSG00000265995,lncRNA,,,
ENSG00000265261,processed_pseudogene,,,
ENSG00000286245,lncRNA,,,
ENSG00000271313,processed_pseudogene,,,
ENSG00000267586,lncRNA,LINC00907,LINC00907,HGNC:44327
ENSG00000100321,protein_coding,SYNGR1,SYNGR1,HGNC:11498
ENSG00000286082,lncRNA,,,
ENSG00000288334,lncRNA,,,
ENSG00000286594,lncRNA,,,
ENSG00000288508,protein_coding,ISLR,ISLR,HGNC:6133
ENSG00000182871,protein_coding,COL18A1,COL18A1,HGNC:2195
ENSG00000288229,unprocessed_pseudogene,,,
ENSG00000288222,snRNA,RNU6-978P,RNU6-978P,HGNC:47941
ENSG00000288340,processed_pseudogene,,,
ENSG00000288189,unprocessed_pseudogene,,,
ENSG00000288257,protein_coding,STRA6,STRA6,HGNC:30650
ENSG00000288375,protein_coding,,,
ENSG00000288429,protein_coding,,,
ENSG00000279642,TEC,,,
ENSG00000288133,protein_coding,,,
ENSG00000288270,protein_coding,,,
ENSG00000133313,protein_coding,CNDP2,CNDP2,HGNC:24437
ENSG00000288137,protein_coding,,,
ENSG00000288280,protein_coding,,,
ENSG00000100095,protein_coding,SEZ6L,SEZ6L,HGNC:10763
ENSG00000288112,pseudogene,,,
ENSG00000288480,protein_coding,,,
ENSG00000288202,protein_coding,,,
ENSG00000288350,protein_coding,,,
ENSG00000288382,protein_coding,,,
ENSG00000288265,protein_coding,,,
ENSG00000288337,pseudogene,,,
ENSG00000288113,protein_coding,,,
ENSG00000287215,lncRNA,,,
ENSG00000288269,protein_coding,GCGR,GCGR,HGNC:4192
ENSG00000186871,protein_coding,ERCC6L,ERCC6L,HGNC:20794
ENSG00000213747,processed_pseudogene,WASHC3P1,WASHC3P1,HGNC:54983
ENSG00000196368,protein_coding,NUDT11,NUDT11,HGNC:18011
ENSG00000288194,protein_coding,OR4M2,OR4M2,HGNC:15373
ENSG00000288501,protein_coding,,,
ENSG00000288164,protein_coding,,,
ENSG00000158571,protein_coding,PFKFB1,PFKFB1,HGNC:8872
ENSG00000288190,protein_coding,,,
ENSG00000288313,protein_coding,,,
ENSG00000288377,pseudogene,,,
ENSG00000288345,protein_coding,,,
ENSG00000288282,protein_coding,,,
ENSG00000288518,pseudogene,,,
ENSG00000288465,protein_coding,,,
ENSG00000288171,pseudogene,,,
ENSG00000288142,protein_coding,POTEB,POTEB,HGNC:33734
ENSG00000288213,protein_coding,MCRIP1,MCRIP1,HGNC:28007
ENSG00000288469,protein_coding,,,
ENSG00000288193,protein_coding,,,
ENSG00000288165,protein_coding,,,
ENSG00000288413,protein_coding,,,
ENSG00000288221,pseudogene,,,
ENSG00000288483,protein_coding,,,
ENSG00000288432,protein_coding,,,
ENSG00000288286,protein_coding,,,
ENSG00000288347,protein_coding,,,
ENSG00000231743,processed_pseudogene,,,
ENSG00000226694,lncRNA,,,
ENSG00000287653,lncRNA,,,
ENSG00000237500,lncRNA,,,
ENSG00000288211,pseudogene,,,
ENSG00000057593,protein_coding,F7,F7,HGNC:3544
ENSG00000288419,protein_coding,,,
ENSG00000151240,protein_coding,DIP2C,DIP2C,HGNC:29150
ENSG00000288442,pseudogene,,,
ENSG00000288176,protein_coding,,,
ENSG00000288354,protein_coding,,,
ENSG00000288423,protein_coding,,,
ENSG00000283465,protein_coding,,,
ENSG00000165164,protein_coding,CFAP47,CFAP47,HGNC:26708
ENSG00000288478,protein_coding,NIPA1,NIPA1,HGNC:17043
ENSG00000288461,protein_coding,CYFIP1,CYFIP1,HGNC:13759
ENSG00000204658,unprocessed_pseudogene,CST9LP2,CST9LP2,HGNC:44337
ENSG00000130701,protein_coding,RBBP8NL,RBBP8NL,HGNC:16144
ENSG00000233052,lncRNA,,,
ENSG00000288241,protein_coding,,,
ENSG00000286610,lncRNA,,,
ENSG00000234556,lncRNA,LINC00701,LINC00701,HGNC:44674
ENSG00000288214,protein_coding,,,
ENSG00000234962,lncRNA,LINC00700,LINC00700,HGNC:27422
ENSG00000265579,lncRNA,,,
ENSG00000279416,TEC,,,
ENSG00000267628,lncRNA,,,
ENSG00000288344,protein_coding,GOLGA8DP,GOLGA8DP,HGNC:32376
ENSG00000276934,lncRNA,,,
ENSG00000267382,transcribed_unprocessed_pseudogene,GAD3P,GAD3P,HGNC:55684
ENSG00000228386,lncRNA,,,
ENSG00000139508,protein_coding,SLC46A3,SLC46A3,HGNC:27501
ENSG00000228422,lncRNA,LINC00687,LINC00687,HGNC:16194
ENSG00000196139,protein_coding,AKR1C3,AKR1C3,HGNC:386
ENSG00000263863,lncRNA,,,
ENSG00000266278,lncRNA,LINC01910,LINC01910,HGNC:52729
ENSG00000101439,protein_coding,CST3,CST3,HGNC:2475
ENSG00000267583,lncRNA,,,
ENSG00000279034,TEC,,,
ENSG00000264193,processed_pseudogene,,,
ENSG00000286844,lncRNA,,,
ENSG00000267404,processed_pseudogene,,,
ENSG00000267098,lncRNA,,,
ENSG00000122035,protein_coding,RASL11A,RASL11A,HGNC:23802
ENSG00000288339,protein_coding,,,
ENSG00000266479,processed_pseudogene,,,
ENSG00000280205,TEC,,,
ENSG00000265698,processed_pseudogene,LARP7P3,LARP7P3,HGNC:49765
ENSG00000240767,misc_RNA,RN7SL288P,RN7SL288P,HGNC:46304
ENSG00000252854,misc_RNA,RN7SKP5,RN7SKP5,HGNC:42623
ENSG00000197632,protein_coding,SERPINB2,SERPINB2,HGNC:8584
ENSG00000251106,processed_pseudogene,ABITRAMP1,ABITRAMP1,HGNC:39851
ENSG00000287863,lncRNA,,,
ENSG00000261097,lncRNA,LINC00563,LINC00563,HGNC:43707
ENSG00000223336,snRNA,RNU2-6P,RNU2-6P,HGNC:42506
ENSG00000252385,snRNA,RNU6-68P,RNU6-68P,HGNC:42558
ENSG00000241353,processed_pseudogene,PPP1R2P4,PPP1R2P4,HGNC:16319
ENSG00000285576,transcribed_unprocessed_pseudogene,,,
ENSG00000227019,unprocessed_pseudogene,OR7E101P,OR7E101P,HGNC:15342
ENSG00000277228,lncRNA,,,
